scope	bucket	motif_type	motif	count	bucket_episodes	other_count	other_episodes	support_in_bucket	support_elsewhere	lift
ALL	0.27	last3_motif	CNOT(0->2) -> RZ(q=2) -> CNOT(5->0)	1	41	0	199959	0.024390243902439025	0.0	inf
ALL	0.27	last3_motif	RZ(q=1) -> CNOT(5->1) -> CNOT(4->2)	1	41	0	199959	0.024390243902439025	0.0	inf
ALL	0.27	last3_motif	CNOT(4->5) -> CNOT(4->3) -> CNOT(4->2)	1	41	0	199959	0.024390243902439025	0.0	inf
ALL	0.28	last3_motif	CNOT(0->2) -> RX(q=4) -> RY(q=1)	1	9	1	199991	0.1111111111111111	5.000225010125456e-06	22221.222222222223
ALL	0.28	last3_motif	RZ(q=1) -> RY(q=2) -> CNOT(3->2)	1	9	0	199991	0.1111111111111111	0.0	inf
ALL	0.28	last3_motif	RZ(q=1) -> CNOT(4->5) -> CNOT(2->3)	1	9	0	199991	0.1111111111111111	0.0	inf
ALL	0.28	last3_motif	RX(q=1) -> CNOT(3->2) -> CNOT(4->5)	1	9	2	199991	0.1111111111111111	1.0000450020250911e-05	11110.611111111111
ALL	0.28	last3_motif	RY(q=2) -> CNOT(4->5) -> CNOT(4->0)	1	9	0	199991	0.1111111111111111	0.0	inf
ALL	0.28	last3_motif	CNOT(1->5) -> CNOT(5->4) -> RZ(q=1)	1	9	0	199991	0.1111111111111111	0.0	inf
ALL	0.28	last3_motif	CNOT(0->5) -> CNOT(5->4) -> CNOT(5->3)	1	9	0	199991	0.1111111111111111	0.0	inf
ALL	0.28	last3_motif	CNOT(4->0) -> RX(q=5) -> CNOT(3->5)	1	9	1	199991	0.1111111111111111	5.000225010125456e-06	22221.222222222223
ALL	0.28	last3_motif	RX(q=5) -> CNOT(0->5) -> RX(q=0)	1	9	1	199991	0.1111111111111111	5.000225010125456e-06	22221.222222222223
ALL	0.29	last3_motif	CNOT(2->4) -> CNOT(1->5) -> CNOT(5->2)	1	6	0	199994	0.16666666666666666	0.0	inf
ALL	0.29	last3_motif	CNOT(3->1) -> RZ(q=4) -> CNOT(5->4)	1	6	1	199994	0.16666666666666666	5.000150004500135e-06	33332.33333333333
ALL	0.29	last3_motif	CNOT(4->2) -> CNOT(2->0) -> CNOT(3->1)	1	6	0	199994	0.16666666666666666	0.0	inf
ALL	0.29	last3_motif	CNOT(2->4) -> CNOT(4->5) -> CNOT(3->5)	1	6	0	199994	0.16666666666666666	0.0	inf
ALL	0.29	last3_motif	RZ(q=4) -> RZ(q=1) -> RX(q=2)	1	6	0	199994	0.16666666666666666	0.0	inf
ALL	0.29	last3_motif	CNOT(5->0) -> CNOT(2->3) -> CNOT(4->5)	1	6	2	199994	0.16666666666666666	1.000030000900027e-05	16666.166666666664
ALL	0.30	last3_motif	CNOT(3->4) -> RY(q=4) -> RZ(q=5)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.30	last3_motif	CNOT(0->3) -> RZ(q=5) -> CNOT(5->3)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.30	last3_motif	RX(q=4) -> RY(q=4) -> CNOT(5->0)	1	3	4	199997	0.3333333333333333	2.0000300004500068e-05	16666.416666666664
ALL	0.31	last3_motif	RX(q=5) -> CNOT(2->1) -> RY(q=4)	1	3	49	199997	0.3333333333333333	0.0002450036750551258	1360.5238095238094
ALL	0.31	last3_motif	CNOT(5->3) -> RX(q=4) -> CNOT(5->1)	1	3	1	199997	0.3333333333333333	5.000075001125017e-06	66665.66666666666
ALL	0.31	last3_motif	CNOT(3->4) -> CNOT(1->0) -> CNOT(3->4)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.32	last3_motif	RY(q=4) -> RZ(q=2) -> CNOT(2->3)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.32	last3_motif	RZ(q=2) -> RX(q=5) -> CNOT(5->4)	1	3	30	199997	0.3333333333333333	0.0001500022500337505	2222.188888888889
ALL	0.32	last3_motif	CNOT(4->0) -> RY(q=4) -> CNOT(4->5)	1	3	24	199997	0.3333333333333333	0.00012000180002700041	2777.736111111111
ALL	0.33	last3_motif	CNOT(3->4) -> RY(q=4) -> CNOT(4->5)	1	5	27	199995	0.2	0.0001350033750843771	1481.4444444444446
ALL	0.33	last3_motif	RZ(q=2) -> CNOT(5->1) -> RX(q=4)	1	5	0	199995	0.2	0.0	inf
ALL	0.33	last3_motif	CNOT(5->1) -> CNOT(5->3) -> RX(q=5)	1	5	3	199995	0.2	1.5000375009375235e-05	13333.0
ALL	0.33	last3_motif	CNOT(2->0) -> RZ(q=5) -> CNOT(5->2)	1	5	0	199995	0.2	0.0	inf
ALL	0.33	last3_motif	CNOT(2->5) -> RX(q=5) -> CNOT(0->1)	1	5	2	199995	0.2	1.0000250006250156e-05	19999.500000000004
ALL	0.34	last3_motif	RY(q=1) -> RX(q=4) -> CNOT(1->5)	1	4	0	199996	0.25	0.0	inf
ALL	0.34	last3_motif	CNOT(4->0) -> CNOT(3->2) -> CNOT(3->5)	1	4	0	199996	0.25	0.0	inf
ALL	0.34	last3_motif	RX(q=5) -> CNOT(0->2) -> CNOT(3->1)	1	4	1	199996	0.25	5.00010000200004e-06	49999.0
ALL	0.34	last3_motif	RY(q=4) -> RZ(q=3) -> CNOT(2->4)	1	4	0	199996	0.25	0.0	inf
ALL	0.35	last3_motif	RX(q=4) -> CNOT(5->2) -> CNOT(3->2)	1	1	0	199999	1.0	0.0	inf
ALL	0.37	last3_motif	CNOT(1->5) -> RX(q=4) -> CNOT(5->0)	1	4	1	199996	0.25	5.00010000200004e-06	49999.0
ALL	0.37	last3_motif	RY(q=5) -> CNOT(0->2) -> CNOT(3->0)	1	4	0	199996	0.25	0.0	inf
ALL	0.37	last3_motif	RY(q=3) -> RY(q=4) -> RZ(q=2)	1	4	0	199996	0.25	0.0	inf
ALL	0.37	last3_motif	CNOT(0->4) -> CNOT(0->1) -> RX(q=5)	1	4	0	199996	0.25	0.0	inf
ALL	0.38	last3_motif	CNOT(2->5) -> RY(q=2) -> CNOT(4->3)	1	4	0	199996	0.25	0.0	inf
ALL	0.38	last3_motif	CNOT(1->4) -> RY(q=5) -> CNOT(5->1)	1	4	1	199996	0.25	5.00010000200004e-06	49999.0
ALL	0.38	last3_motif	CNOT(3->1) -> RZ(q=5) -> RX(q=1)	1	4	1	199996	0.25	5.00010000200004e-06	49999.0
ALL	0.38	last3_motif	CNOT(4->5) -> CNOT(5->0) -> CNOT(0->1)	1	4	1	199996	0.25	5.00010000200004e-06	49999.0
ALL	0.39	last3_motif	CNOT(0->2) -> RY(q=4) -> RX(q=5)	1	1	55	199999	1.0	0.00027500137500687503	3636.3454545454547
ALL	0.40	last3_motif	RZ(q=3) -> CNOT(3->5) -> CNOT(4->1)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.40	last3_motif	CNOT(0->4) -> CNOT(4->5) -> RY(q=0)	1	3	1	199997	0.3333333333333333	5.000075001125017e-06	66665.66666666666
ALL	0.40	last3_motif	CNOT(4->1) -> RX(q=3) -> CNOT(4->0)	1	3	1	199997	0.3333333333333333	5.000075001125017e-06	66665.66666666666
ALL	0.41	last3_motif	CNOT(5->0) -> RZ(q=0) -> CNOT(0->1)	1	1	0	199999	1.0	0.0	inf
ALL	0.42	last3_motif	RX(q=1) -> RZ(q=3) -> CNOT(5->4)	1	4	2	199996	0.25	1.000020000400008e-05	24999.5
ALL	0.42	last3_motif	RY(q=3) -> RY(q=2) -> CNOT(5->3)	1	4	0	199996	0.25	0.0	inf
ALL	0.42	last3_motif	CNOT(1->4) -> RX(q=3) -> CNOT(5->0)	1	4	0	199996	0.25	0.0	inf
ALL	0.42	last3_motif	RY(q=4) -> RY(q=2) -> RY(q=2)	1	4	0	199996	0.25	0.0	inf
ALL	0.43	last3_motif	RZ(q=0) -> CNOT(0->1) -> RX(q=5)	1	2	1	199998	0.5	5.000050000500005e-06	99999.0
ALL	0.43	last3_motif	RZ(q=4) -> CNOT(3->5) -> RY(q=4)	1	2	8	199998	0.5	4.000040000400004e-05	12499.875
ALL	0.44	last3_motif	RY(q=0) -> RX(q=1) -> RY(q=1)	1	2	0	199998	0.5	0.0	inf
ALL	0.44	last3_motif	CNOT(5->4) -> CNOT(3->2) -> CNOT(4->2)	1	2	0	199998	0.5	0.0	inf
ALL	0.45	last3_motif	CNOT(4->1) -> RZ(q=2) -> CNOT(4->0)	1	4	0	199996	0.25	0.0	inf
ALL	0.45	last3_motif	RY(q=4) -> RY(q=1) -> RY(q=2)	1	4	0	199996	0.25	0.0	inf
ALL	0.45	last3_motif	RX(q=1) -> RZ(q=5) -> CNOT(0->2)	1	4	0	199996	0.25	0.0	inf
ALL	0.45	last3_motif	CNOT(5->2) -> CNOT(0->5) -> CNOT(4->3)	1	4	0	199996	0.25	0.0	inf
ALL	0.46	last3_motif	RZ(q=3) -> RX(q=1) -> CNOT(5->4)	1	1	0	199999	1.0	0.0	inf
ALL	0.48	last3_motif	CNOT(4->5) -> RZ(q=2) -> CNOT(2->3)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.48	last3_motif	RZ(q=1) -> CNOT(5->0) -> CNOT(4->3)	1	3	1	199997	0.3333333333333333	5.000075001125017e-06	66665.66666666666
ALL	0.48	last3_motif	CNOT(5->1) -> RX(q=5) -> CNOT(3->4)	1	3	0	199997	0.3333333333333333	0.0	inf
ALL	0.49	last3_motif	CNOT(0->1) -> CNOT(3->5) -> CNOT(4->0)	1	2	0	199998	0.5	0.0	inf
ALL	0.49	last3_motif	RX(q=4) -> CNOT(3->0) -> CNOT(1->4)	1	2	0	199998	0.5	0.0	inf
ALL	0.50	last3_motif	RX(q=4) -> CNOT(3->0) -> CNOT(4->5)	1	4	24	199996	0.25	0.00012000240004800096	2083.2916666666665
ALL	0.50	last3_motif	CNOT(3->2) -> RX(q=5) -> CNOT(5->4)	1	4	40	199996	0.25	0.0002000040000800016	1249.9750000000001
ALL	0.50	last3_motif	RY(q=5) -> RX(q=5) -> RZ(q=1)	1	4	0	199996	0.25	0.0	inf
ALL	0.50	last3_motif	CNOT(0->3) -> RX(q=3) -> CNOT(1->2)	1	4	0	199996	0.25	0.0	inf
ALL	0.51	last3_motif	RY(q=5) -> RY(q=4) -> CNOT(5->4)	1	2	3	199998	0.5	1.5000150001500015e-05	33333.0
ALL	0.51	last3_motif	CNOT(0->4) -> CNOT(0->1) -> CNOT(4->0)	1	2	0	199998	0.5	0.0	inf
ALL	0.52	last3_motif	CNOT(5->2) -> CNOT(2->0) -> CNOT(4->5)	1	1	1	199999	1.0	5.0000250001250005e-06	199999.0
ALL	0.53	last3_motif	RZ(q=4) -> RY(q=2) -> CNOT(2->5)	1	2	0	199998	0.5	0.0	inf
ALL	0.53	last3_motif	CNOT(0->5) -> RZ(q=1) -> RY(q=4)	1	2	1	199998	0.5	5.000050000500005e-06	99999.0
ALL	0.54	last3_motif	RZ(q=1) -> CNOT(0->5) -> CNOT(5->1)	1	5	0	199995	0.2	0.0	inf
ALL	0.54	last3_motif	CNOT(0->1) -> RX(q=3) -> RY(q=2)	1	5	0	199995	0.2	0.0	inf
ALL	0.54	last3_motif	CNOT(4->0) -> CNOT(1->5) -> RX(q=5)	1	5	0	199995	0.2	0.0	inf
ALL	0.54	last3_motif	CNOT(2->3) -> CNOT(1->5) -> CNOT(4->5)	1	5	0	199995	0.2	0.0	inf
ALL	0.54	last3_motif	CNOT(2->3) -> CNOT(2->4) -> RZ(q=0)	1	5	1	199995	0.2	5.000125003125078e-06	39999.00000000001
ALL	0.55	last3_motif	CNOT(4->1) -> CNOT(3->1) -> RX(q=4)	2	184760	1	15240	1.0824853864472829e-05	6.561679790026247e-05	0.1649707728945659
ALL	0.55	last3_motif	RX(q=4) -> RY(q=3) -> RX(q=5)	21	184760	1	15240	0.00011366096557696472	6.561679790026247e-05	1.7321931153929424
ALL	0.55	last3_motif	RY(q=2) -> RX(q=5) -> CNOT(5->4)	24	184760	0	15240	0.00012989824637367397	0.0	inf
ALL	0.55	last3_motif	RZ(q=2) -> RY(q=5) -> CNOT(5->4)	36	184760	1	15240	0.00019484736956051094	6.561679790026247e-05	2.969473912102187
ALL	0.55	last3_motif	CNOT(5->3) -> CNOT(2->5) -> RY(q=4)	1	184760	1	15240	5.4124269322364144e-06	6.561679790026247e-05	0.08248538644728295
ALL	0.55	last3_motif	RY(q=4) -> RY(q=3) -> CNOT(4->5)	49	184760	0	15240	0.00026520891967958435	0.0	inf
ALL	0.55	last3_motif	CNOT(2->5) -> RX(q=4) -> RY(q=5)	47	184760	0	15240	0.0002543840658151115	0.0	inf
ALL	0.55	last3_motif	RY(q=0) -> CNOT(3->4) -> CNOT(4->5)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	RZ(q=1) -> RY(q=3) -> CNOT(4->5)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	CNOT(5->1) -> RY(q=4) -> RY(q=1)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(2->1) -> CNOT(3->2) -> CNOT(5->4)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(0->1) -> RY(q=5) -> CNOT(5->4)	35	184760	2	15240	0.00018943494262827452	0.00013123359580052493	1.4434942628274519
ALL	0.55	last3_motif	CNOT(0->2) -> RZ(q=1) -> RX(q=4)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	RY(q=5) -> CNOT(0->2) -> CNOT(5->4)	22	184760	0	15240	0.00011907339250920113	0.0	inf
ALL	0.55	last3_motif	RZ(q=4) -> RY(q=4) -> CNOT(4->1)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(0->5) -> RY(q=4) -> CNOT(4->2)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	RX(q=2) -> RX(q=4) -> RZ(q=4)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	RX(q=5) -> CNOT(2->3) -> RY(q=4)	33	184760	1	15240	0.0001786100887638017	6.561679790026247e-05	2.7220177527603377
ALL	0.55	last3_motif	RY(q=5) -> RY(q=2) -> RY(q=4)	29	184760	1	15240	0.00015696038103485603	6.561679790026247e-05	2.392076206971206
ALL	0.55	last3_motif	CNOT(5->4) -> RX(q=4) -> RX(q=5)	65	184760	5	15240	0.00035180775059536694	0.00032808398950131233	1.0723100238146783
ALL	0.55	last3_motif	RX(q=3) -> RY(q=4) -> RX(q=5)	17	184760	1	15240	9.201125784801906e-05	6.561679790026247e-05	1.4022515696038105
ALL	0.55	last3_motif	CNOT(0->1) -> RY(q=2) -> RY(q=5)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	CNOT(4->5) -> RY(q=4) -> RX(q=5)	40	184760	2	15240	0.00021649707728945658	0.00013123359580052493	1.6497077289456592
ALL	0.55	last3_motif	CNOT(4->3) -> RY(q=4) -> CNOT(4->5)	7	184760	0	15240	3.7886988525654904e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(5->1) -> RY(q=1) -> CNOT(5->4)	5	184760	0	15240	2.7062134661182073e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(2->4) -> CNOT(2->0) -> RY(q=4)	2	184760	1	15240	1.0824853864472829e-05	6.561679790026247e-05	0.1649707728945659
ALL	0.55	last3_motif	RY(q=5) -> RY(q=0) -> CNOT(5->4)	61	184760	0	15240	0.0003301580428664213	0.0	inf
ALL	0.55	last3_motif	CNOT(0->3) -> CNOT(2->5) -> RX(q=4)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(5->0) -> RX(q=1) -> RY(q=4)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	RX(q=5) -> RY(q=3) -> RY(q=4)	11	184760	1	15240	5.9536696254600565e-05	6.561679790026247e-05	0.9073392509201126
ALL	0.55	last3_motif	CNOT(4->0) -> RY(q=4) -> RX(q=0)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(2->1) -> CNOT(3->2) -> CNOT(4->5)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	RX(q=4) -> RZ(q=5) -> RY(q=5)	48	184760	1	15240	0.00025979649274734793	6.561679790026247e-05	3.9592985494695827
ALL	0.55	last3_motif	CNOT(4->5) -> RX(q=5) -> CNOT(5->4)	32	184760	1	15240	0.00017319766183156526	6.561679790026247e-05	2.6395323663130545
ALL	0.55	last3_motif	RX(q=5) -> CNOT(2->3) -> RX(q=4)	37	184760	1	15240	0.00020025979649274735	6.561679790026247e-05	3.0519592985494697
ALL	0.55	last3_motif	RX(q=2) -> RY(q=4) -> CNOT(4->5)	22	184760	2	15240	0.00011907339250920113	0.00013123359580052493	0.9073392509201126
ALL	0.55	last3_motif	CNOT(2->1) -> CNOT(2->5) -> CNOT(4->5)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	RZ(q=3) -> CNOT(0->1) -> RX(q=4)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	RX(q=4) -> RX(q=3) -> RX(q=5)	13	184760	2	15240	7.03615501190734e-05	0.00013123359580052493	0.5361550119073393
ALL	0.55	last3_motif	CNOT(0->1) -> RY(q=4) -> CNOT(0->3)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	RY(q=4) -> CNOT(5->1) -> RX(q=5)	54	184760	0	15240	0.0002922710543407664	0.0	inf
ALL	0.55	last3_motif	CNOT(3->1) -> RZ(q=5) -> CNOT(4->5)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	RY(q=4) -> RX(q=2) -> RY(q=5)	62	184760	1	15240	0.0003355704697986577	6.561679790026247e-05	5.114093959731544
ALL	0.55	last3_motif	RY(q=4) -> CNOT(0->2) -> RY(q=5)	43	184760	2	15240	0.00023273435808616585	0.00013123359580052493	1.7734358086165838
ALL	0.55	last3_motif	RX(q=2) -> RX(q=4) -> RY(q=5)	48	184760	3	15240	0.00025979649274734793	0.0001968503937007874	1.3197661831565275
ALL	0.55	last3_motif	CNOT(4->1) -> CNOT(4->0) -> RX(q=4)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(5->4) -> RX(q=3) -> RY(q=0)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(1->4) -> CNOT(5->0) -> RX(q=5)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	RY(q=5) -> CNOT(4->3) -> RY(q=4)	24	184760	1	15240	0.00012989824637367397	6.561679790026247e-05	1.9796492747347914
ALL	0.55	last3_motif	RY(q=5) -> RX(q=2) -> RY(q=4)	51	184760	1	15240	0.00027603377354405717	6.561679790026247e-05	4.206754708811431
ALL	0.55	last3_motif	RY(q=5) -> CNOT(1->2) -> RY(q=4)	21	184760	0	15240	0.00011366096557696472	0.0	inf
ALL	0.55	last3_motif	CNOT(3->5) -> RX(q=0) -> CNOT(5->4)	3	184760	0	15240	1.6237280796709246e-05	0.0	inf
ALL	0.55	last3_motif	RY(q=4) -> CNOT(3->1) -> RY(q=5)	56	184760	0	15240	0.00030309590820523923	0.0	inf
ALL	0.55	last3_motif	CNOT(2->1) -> RX(q=5) -> RY(q=4)	19	184760	4	15240	0.00010283611171249188	0.00026246719160104987	0.39180558562459405
ALL	0.55	last3_motif	RZ(q=3) -> CNOT(0->1) -> RY(q=4)	1	184760	0	15240	5.4124269322364144e-06	0.0	inf
ALL	0.55	last3_motif	RZ(q=3) -> CNOT(1->5) -> RY(q=4)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(4->5) -> RY(q=4) -> RY(q=5)	30	184760	0	15240	0.00016237280796709244	0.0	inf
ALL	0.55	last3_motif	CNOT(4->1) -> RX(q=4) -> RX(q=5)	19	184760	0	15240	0.00010283611171249188	0.0	inf
ALL	0.55	last3_motif	CNOT(3->5) -> CNOT(4->1) -> RY(q=4)	2	184760	1	15240	1.0824853864472829e-05	6.561679790026247e-05	0.1649707728945659
ALL	0.55	last3_motif	CNOT(4->0) -> RX(q=5) -> RX(q=4)	46	184760	1	15240	0.00024897163888287506	6.561679790026247e-05	3.794327776575016
ALL	0.55	last3_motif	RZ(q=3) -> CNOT(2->5) -> RY(q=5)	3	184760	2	15240	1.6237280796709246e-05	0.00013123359580052493	0.12372807967092446
ALL	0.55	last3_motif	RX(q=4) -> CNOT(3->1) -> CNOT(4->5)	30	184760	0	15240	0.00016237280796709244	0.0	inf
ALL	0.55	last3_motif	RY(q=0) -> CNOT(2->1) -> CNOT(4->5)	1	184760	1	15240	5.4124269322364144e-06	6.561679790026247e-05	0.08248538644728295
ALL	0.55	last3_motif	CNOT(3->1) -> RY(q=4) -> RY(q=5)	30	184760	0	15240	0.00016237280796709244	0.0	inf
ALL	0.55	last3_motif	CNOT(5->4) -> RY(q=4) -> RX(q=5)	41	184760	4	15240	0.000221909504221693	0.00026246719160104987	0.8454752110846503
ALL	0.55	last3_motif	CNOT(0->2) -> CNOT(4->1) -> RX(q=4)	4	184760	0	15240	2.1649707728945658e-05	0.0	inf
ALL	0.55	last3_motif	RX(q=0) -> RY(q=5) -> CNOT(5->4)	28	184760	3	15240	0.00015154795410261961	0.0001968503937007874	0.7698636068413076
ALL	0.55	last3_motif	RX(q=1) -> RY(q=4) -> CNOT(4->5)	15	184760	0	15240	8.118640398354622e-05	0.0	inf
ALL	0.55	last3_motif	CNOT(4->0) -> RY(q=5) -> RY(q=0)	2	184760	0	15240	1.0824853864472829e-05	0.0	inf
