scope	bucket	motif_type	motif	count	bucket_episodes	other_count	other_episodes	support_in_bucket	support_elsewhere	lift
ALL	0.55	last_action	CNOT(2->0)	126	184760	253	15240	0.0006819657934617882	0.016601049868766406	0.041079678625919575
ALL	0.55	last_action	CNOT(5->2)	224	184760	301	15240	0.001212383632820957	0.019750656167979004	0.061384473635187314
ALL	0.55	last_action	CNOT(1->4)	135	184760	254	15240	0.000730677635851916	0.016666666666666666	0.043840658151114965
ALL	0.55	last_action	CNOT(4->3)	217	184760	260	15240	0.001174496644295302	0.01706036745406824	0.0688435725348477
ALL	0.55	last_action	CNOT(3->5)	119	184760	265	15240	0.0006440788049361333	0.017388451443569555	0.03704060749896857
ALL	0.55	last_action	CNOT(1->0)	96	184760	227	15240	0.0005195929854946959	0.01489501312335958	0.03488368766052496
ALL	0.55	last_action	CNOT(1->5)	96	184760	226	15240	0.0005195929854946959	0.014829396325459317	0.03503804026079277
ALL	0.55	last_action	RX(q=2)	259	184760	293	15240	0.0014018185754492314	0.019225721784776904	0.07291370337831497
ALL	0.55	last_action	CNOT(4->0)	223	184760	293	15240	0.0012069712058887204	0.019225721784776904	0.06277898012881944
ALL	0.55	last_action	RZ(q=2)	115	184760	236	15240	0.0006224290972071877	0.015485564304461942	0.040194150175582796
ALL	0.55	last_action	RX(q=3)	233	184760	309	15240	0.0012610954752110847	0.020275590551181104	0.062197718583226314
ALL	0.55	last_action	RY(q=3)	268	184760	299	15240	0.0014505304178393593	0.01961942257217848	0.07393338985910312
ALL	0.55	last_action	CNOT(5->3)	208	184760	248	15240	0.0011257848019051743	0.01627296587926509	0.06918129185901152
ALL	0.55	last_action	CNOT(0->1)	85	184760	233	15240	0.0004600562892400953	0.015288713910761155	0.0300912353992234
ALL	0.55	last_action	RX(q=1)	230	184760	275	15240	0.0012448581944143754	0.01804461942257218	0.06898777775590938
ALL	0.55	last_action	CNOT(0->2)	113	184760	255	15240	0.0006116042433427149	0.01673228346456693	0.03655234771977637
ALL	0.55	last_action	CNOT(2->3)	75	184760	273	15240	0.0004059320199177311	0.017913385826771655	0.022660820452550263
ALL	0.55	last_action	CNOT(3->0)	118	184760	227	15240	0.0006386663780038969	0.01489501312335958	0.04287786608272859
ALL	0.55	last_action	CNOT(0->4)	128	184760	253	15240	0.000692790647326261	0.016601049868766406	0.041731737016807186
ALL	0.55	last_action	CNOT(5->1)	195	184760	230	15240	0.0010554232517861009	0.015091863517060367	0.06993326242269643
ALL	0.55	last_action	CNOT(3->2)	85	184760	246	15240	0.0004600562892400953	0.016141732283464567	0.028501048162679073
ALL	0.55	last_action	RZ(q=5)	103	184760	239	15240	0.0005574799740203508	0.01568241469816273	0.035548095414519434
ALL	0.55	last_action	CNOT(2->1)	107	184760	249	15240	0.0005791296817492964	0.016338582677165356	0.03544552750947501
ALL	0.55	last_action	RZ(q=1)	97	184760	242	15240	0.0005250054124269323	0.015879265091863517	0.03306232431977871
ALL	0.55	last_action	CNOT(0->5)	123	184760	262	15240	0.000665728512665079	0.017191601049868766	0.03872405546952597
ALL	0.55	last_action	CNOT(3->4)	104	184760	250	15240	0.0005628924009525872	0.016404199475065617	0.03431392076206971
ALL	0.55	last_action	CNOT(3->1)	79	184760	229	15240	0.00042758172764667676	0.015026246719160105	0.028455657333342158
ALL	0.55	last_action	CNOT(2->4)	112	184760	252	15240	0.0006061918164104785	0.01653543307086614	0.036660171754347985
ALL	0.55	last_action	CNOT(5->0)	208	184760	295	15240	0.0011257848019051743	0.01935695538057743	0.058159187732321545
ALL	0.55	last_action	CNOT(1->2)	115	184760	225	15240	0.0006224290972071877	0.014763779527559055	0.04215919751750018
ALL	0.55	last_action	CNOT(1->3)	107	184760	251	15240	0.0005791296817492964	0.01646981627296588	0.03516309302732779
ALL	0.55	last_action	RY(q=2)	268	184760	324	15240	0.0014505304178393593	0.02125984251968504	0.06822865298725875
ALL	0.55	last_action	CNOT(2->5)	101	184760	223	15240	0.0005466551201558779	0.01463254593175853	0.03735885215773803
ALL	0.55	last_action	RZ(q=3)	124	184760	260	15240	0.0006711409395973154	0.01706036745406824	0.03933918430562726
ALL	0.55	last_action	RZ(q=0)	136	184760	223	15240	0.0007360900627841525	0.01463254593175853	0.050304989044082885
ALL	0.56	last_action	RX(q=4)	164	1553	37229	198447	0.1056020605280103	0.18760172741336478	0.5629055871928351
ALL	0.56	last_action	RX(q=5)	175	1553	19239	198447	0.11268512556342562	0.09694779966439401	1.1623278295485797
ALL	0.56	last_action	RY(q=4)	177	1553	41672	198447	0.11397295556986478	0.2099905768290778	0.5427527143879093
ALL	0.56	last_action	RY(q=5)	197	1553	45522	198447	0.12685125563425628	0.22939122284539448	0.5529908863154356
ALL	0.56	last_action	CNOT(5->4)	105	1553	15056	198447	0.06761107533805538	0.07586912374588681	0.8911540294640726
ALL	0.56	last_action	CNOT(2->1)	7	1553	349	198447	0.004507405022537025	0.0017586559635570202	2.562982820938123
ALL	0.56	last_action	RZ(q=4)	11	1553	369	198447	0.0070830650354153256	0.001859438540265159	3.8092493416885236
ALL	0.56	last_action	CNOT(4->5)	111	1553	22808	198447	0.07147456535737283	0.11493245047796137	0.6218832458556018
ALL	0.56	last_action	CNOT(4->0)	24	1553	492	198447	0.015453960077269801	0.002479251387020212	6.23331710458122
ALL	0.56	last_action	CNOT(5->1)	19	1553	406	198447	0.012234385061171926	0.0020458863071752156	5.979992640971392
ALL	0.56	last_action	RX(q=3)	26	1553	516	198447	0.01674179008370895	0.002600190479069978	6.438678327018973
ALL	0.56	last_action	RX(q=2)	21	1553	531	198447	0.013522215067611075	0.0026757774116010825	5.053564997216977
ALL	0.56	last_action	CNOT(4->1)	21	1553	456	198447	0.013522215067611075	0.0022978427489455623	5.884743450706612
ALL	0.56	last_action	RX(q=1)	27	1553	478	198447	0.017385705086928525	0.002408703583324515	7.217868237208588
ALL	0.56	last_action	RX(q=0)	29	1553	539	198447	0.018673535093367676	0.002716090442284338	6.875152168225482
ALL	0.56	last_action	CNOT(5->0)	21	1553	482	198447	0.013522215067611075	0.0024288600986661427	5.567309156685093
ALL	0.56	last_action	RY(q=3)	27	1553	540	198447	0.017385705086928525	0.002721129571119745	6.38915003219575
ALL	0.56	last_action	RZ(q=5)	8	1553	334	198447	0.0051513200257566	0.0016830690310259161	3.0606706741057486
ALL	0.56	last_action	CNOT(3->0)	10	1553	335	198447	0.00643915003219575	0.0016881081598613232	3.8144179296691045
ALL	0.56	last_action	CNOT(2->3)	18	1553	330	198447	0.01159047005795235	0.0016629125156842886	6.969981853304454
ALL	0.56	last_action	CNOT(1->0)	8	1553	315	198447	0.0051513200257566	0.0015873255831531845	3.2452825560359364
ALL	0.56	last_action	CNOT(0->2)	12	1553	356	198447	0.0077269800386349004	0.0017939298654048687	4.3072921565364615
ALL	0.56	last_action	RY(q=2)	36	1553	556	198447	0.0231809401159047	0.0028017556324862556	8.27371946615277
ALL	0.56	last_action	RY(q=0)	24	1553	528	198447	0.015453960077269801	0.0026606600250948615	5.8083182110870455
ALL	0.56	last_action	CNOT(1->3)	10	1553	348	198447	0.00643915003219575	0.0017536168347216134	3.6719253058596264
ALL	0.56	last_action	RY(q=1)	26	1553	603	198447	0.01674179008370895	0.0030385946877503817	5.509714787299817
ALL	0.56	last_action	CNOT(2->0)	11	1553	368	198447	0.0070830650354153256	0.001854399411429752	3.81960056272572
ALL	0.56	last_action	CNOT(2->5)	6	1553	318	198447	0.0038634900193174502	0.0016024429696594052	2.41100001214934
ALL	0.56	last_action	CNOT(3->4)	7	1553	347	198447	0.004507405022537025	0.0017485777058862063	2.5777550562173057
ALL	0.56	last_action	CNOT(5->3)	24	1553	432	198447	0.015453960077269801	0.002176903656895796	7.099055591328611
ALL	0.56	last_action	CNOT(1->4)	10	1553	379	198447	0.00643915003219575	0.0019098298286192284	3.371583130446306
ALL	0.56	last_action	CNOT(0->3)	9	1553	283	198447	0.005795235028976175	0.0014260734604201626	4.063770338499063
ALL	0.56	last_action	CNOT(5->2)	32	1553	493	198447	0.0206052801030264	0.0024842905158556187	8.294231279118215
ALL	0.56	last_action	CNOT(2->4)	8	1553	356	198447	0.0051513200257566	0.0017939298654048687	2.8715281043576404
ALL	0.56	last_action	CNOT(1->2)	9	1553	331	198447	0.005795235028976175	0.0016679516445196954	3.4744622531578098
ALL	0.56	last_action	CNOT(4->2)	23	1553	512	198447	0.014810045074050225	0.002580033963728351	5.740251982050869
ALL	0.56	last_action	CNOT(3->5)	8	1553	376	198447	0.0051513200257566	0.0018947124421130074	2.7187872477428723
ALL	0.56	last_action	CNOT(0->1)	9	1553	309	198447	0.005795235028976175	0.0015570908101407428	3.7218349702111166
ALL	0.56	last_action	CNOT(0->4)	17	1553	364	198447	0.010946555054732776	0.0018342428960881243	5.967887392710316
ALL	0.56	last_action	CNOT(4->3)	10	1553	467	198447	0.00643915003219575	0.0023532731661350384	2.736252690447859
ALL	0.56	last_action	CNOT(0->5)	16	1553	369	198447	0.0103026400515132	0.001859438540265159	5.540726315183306
ALL	0.56	last_action	RZ(q=1)	4	1553	335	198447	0.0025756600128783	0.0016881081598613232	1.5257671718676418
ALL	0.56	last_action	CNOT(3->1)	4	1553	304	198447	0.0025756600128783	0.0015318951659637082	1.6813552716304605
ALL	0.56	last_action	RZ(q=2)	7	1553	344	198447	0.004507405022537025	0.0017334603193799856	2.6002354782192008
ALL	0.56	last_action	CNOT(3->2)	5	1553	326	198447	0.003219575016097875	0.0016427560003426608	1.9598619730661808
ALL	0.56	last_action	CNOT(1->5)	8	1553	314	198447	0.0051513200257566	0.0015822864543177776	3.255617850800382
ALL	0.56	last_action	RZ(q=3)	9	1553	375	198447	0.005795235028976175	0.0018896733132776006	3.06679201545396
ALL	0.56	last_action	RZ(q=0)	3	1553	356	198447	0.0019317450096587251	0.0017939298654048687	1.0768230391341154
ALL	0.57	last_action	RY(q=5)	45	398	45674	199602	0.11306532663316583	0.22882536247131793	0.49411186510122096
ALL	0.57	last_action	RY(q=4)	30	398	41819	199602	0.07537688442211055	0.209511928738189	0.3597737125331096
ALL	0.57	last_action	RX(q=4)	38	398	37355	199602	0.09547738693467336	0.1871474233725113	0.5101720622924554
ALL	0.57	last_action	RY(q=1)	9	398	620	199602	0.022613065326633167	0.0031061813007885694	7.280021073107473
ALL	0.57	last_action	RX(q=5)	36	398	19378	199602	0.09045226130653267	0.09708319555916273	0.9316984343743696
ALL	0.57	last_action	CNOT(5->4)	33	398	15128	199602	0.0829145728643216	0.07579082373924109	1.093992237762052
ALL	0.57	last_action	RX(q=2)	6	398	546	199602	0.01507537688442211	0.0027354435326299334	5.511127063890883
ALL	0.57	last_action	CNOT(5->2)	14	398	511	199602	0.035175879396984924	0.002560094588230579	13.740070214084119
ALL	0.57	last_action	RX(q=3)	14	398	528	199602	0.035175879396984924	0.0026452640755102656	13.297681589767016
ALL	0.57	last_action	RY(q=2)	10	398	582	199602	0.02512562814070352	0.0029158024468692698	8.617054343884371
ALL	0.57	last_action	RX(q=1)	6	398	499	199602	0.01507537688442211	0.0024999749501508	6.030211176121086
ALL	0.57	last_action	CNOT(4->5)	28	398	22891	199602	0.07035175879396985	0.11468321960701797	0.6134442251886755
ALL	0.57	last_action	CNOT(2->1)	3	398	353	199602	0.007537688442211055	0.0017685193535134918	4.262146426181901
ALL	0.57	last_action	CNOT(1->0)	7	398	316	199602	0.017587939698492462	0.001583150469434174	11.109455505374976
ALL	0.57	last_action	RY(q=0)	6	398	546	199602	0.01507537688442211	0.0027354435326299334	5.511127063890883
ALL	0.57	last_action	CNOT(3->4)	5	398	349	199602	0.01256281407035176	0.0017484794741535656	7.184993736591266
ALL	0.57	last_action	RX(q=0)	6	398	562	199602	0.01507537688442211	0.0028156030500696384	5.3542266492605375
ALL	0.57	last_action	RY(q=3)	6	398	561	199602	0.01507537688442211	0.002810593080229657	5.363770725284175
ALL	0.57	last_action	CNOT(0->5)	2	398	383	199602	0.005025125628140704	0.0019188184487129389	2.618864557775824
ALL	0.57	last_action	RZ(q=3)	2	398	382	199602	0.005025125628140704	0.0019138084788729573	2.6257202241574364
ALL	0.57	last_action	CNOT(5->3)	9	398	447	199602	0.022613065326633167	0.002239456518471759	10.097568378806786
ALL	0.57	last_action	CNOT(4->1)	4	398	473	199602	0.010050251256281407	0.0023697157343112794	4.2411210385967895
ALL	0.57	last_action	CNOT(4->0)	8	398	508	199602	0.020100502512562814	0.0025450646787106342	7.897835634867249
ALL	0.57	last_action	CNOT(0->4)	3	398	378	199602	0.007537688442211055	0.001893768599513031	3.9802584350323045
ALL	0.57	last_action	CNOT(5->0)	6	398	497	199602	0.01507537688442211	0.002489955010470837	6.054477619485758
ALL	0.57	last_action	CNOT(1->2)	4	398	336	199602	0.010050251256281407	0.0016833498662338052	5.970387652548457
ALL	0.57	last_action	RZ(q=4)	2	398	378	199602	0.005025125628140704	0.001893768599513031	2.6535056233548695
ALL	0.57	last_action	CNOT(5->1)	6	398	419	199602	0.01507537688442211	0.002099177362952275	7.181564145308884
ALL	0.57	last_action	CNOT(2->4)	4	398	360	199602	0.010050251256281407	0.0018035891423933627	5.572361809045226
ALL	0.57	last_action	CNOT(3->5)	1	398	383	199602	0.002512562814070352	0.0019188184487129389	1.309432278887912
ALL	0.57	last_action	CNOT(0->2)	2	398	366	199602	0.005025125628140704	0.0018336489614332522	2.7405058077271605
ALL	0.57	last_action	RZ(q=0)	5	398	354	199602	0.01256281407035176	0.0017735293233534734	7.083510774210033
ALL	0.57	last_action	CNOT(2->0)	3	398	376	199602	0.007537688442211055	0.0018837486598330677	4.001430022452689
ALL	0.57	last_action	CNOT(1->4)	2	398	387	199602	0.005025125628140704	0.001938858328072865	2.5917961902535938
ALL	0.57	last_action	CNOT(4->3)	4	398	473	199602	0.010050251256281407	0.0023697157343112794	4.2411210385967895
ALL	0.57	last_action	CNOT(2->3)	6	398	342	199602	0.01507537688442211	0.0017134096852736947	8.798466014281935
ALL	0.57	last_action	CNOT(3->0)	2	398	343	199602	0.005025125628140704	0.0017184196551136763	2.92427150328904
ALL	0.57	last_action	RZ(q=5)	3	398	339	199602	0.007537688442211055	0.00169837977575375	4.438164272690888
ALL	0.57	last_action	CNOT(4->2)	10	398	525	199602	0.02512562814070352	0.002630234165990321	9.55262024407753
ALL	0.57	last_action	CNOT(3->2)	2	398	329	199602	0.005025125628140704	0.0016482800773539343	3.048708588535382
ALL	0.57	last_action	RZ(q=1)	2	398	337	199602	0.005025125628140704	0.0016883598360737868	2.976335684356501
ALL	0.57	last_action	CNOT(3->1)	2	398	306	199602	0.005025125628140704	0.0015330507710343583	3.2778598876736624
ALL	0.57	last_action	CNOT(1->3)	1	398	357	199602	0.002512562814070352	0.0017885592328734181	1.4047970947172839
ALL	0.57	last_action	CNOT(0->3)	1	398	291	199602	0.002512562814070352	0.0014579012234346349	1.723410868776874
ALL	0.58	last_action	RX(q=5)	18	220	19396	199780	0.08181818181818182	0.09708679547502252	0.8427323346894392
