episode_key	run_dir	method	molecule	config	seed	episode	snapshot_index	event_step	event_error_mha	last_action	prefix_len
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19516__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	19516	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8596__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8596	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16735__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	16735	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18010__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	18010	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14570__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14570	0	5	0.0006	CNOT(0->4)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10157__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	10157	0	5	0.0006	CNOT(0->4)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep7028__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	7028	0	7	0.0006	CNOT(0->4)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9339__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	9339	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16051__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	16051	0	6	0.0006	CNOT(0->4)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15100__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15100	0	5	0.0006	CNOT(0->4)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19498__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	19498	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15635__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15635	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9375__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	9375	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14687__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14687	0	5	0.0006	CNOT(0->4)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11662__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	11662	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep238__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	238	0	43	0.0006	RY(q=4)	43
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep7182__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	7182	0	9	0.0006	CNOT(6->4)	9
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18556__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	18556	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep6318__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	6318	0	6	0.0006	CNOT(0->4)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10825__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	10825	0	5	0.0006	RX(q=7)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11157__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	11157	0	9	0.0006	CNOT(1->5)	9
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19832__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	19832	0	8	0.0006	CNOT(1->5)	8
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17468__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	17468	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8689__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8689	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep12140__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	12140	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14438__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14438	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17062__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	17062	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18630__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	18630	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17891__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	17891	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10177__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	10177	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17195__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	17195	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8316__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8316	0	5	0.0006	CNOT(1->5)	5
